quality_of_education,alumni_employment,quality_of_faculty,publications,influence,citations,broad_impact,patents,target
0.3620689655172414,0.697508896797153,0.2571428571428571,0.1624874623871615,0.19979402677651906,0.3444857496902107,0.16767676767676767,0.42494226327944573,1
0.764367816091954,0.5177935943060498,0.9238095238095236,0.20962888665997995,0.25746652935118436,0.26641883519206944,0.1919191919191919,0.12009237875288684,1
0.807471264367816,0.199288256227758,0.9238095238095236,0.18956870611835508,0.16168898043254376,0.15985130111524162,0.21616161616161617,0.5496535796766744,1
0.6494252873563218,0.3362989323843416,0.9238095238095236,0.14844533600802406,0.1874356333676622,0.19083023543990085,0.2303030303030303,0.20323325635103925,1
0.9655172413793104,0.4359430604982206,0.9238095238095236,0.19759277833500502,0.13285272914521112,0.241635687732342,0.15555555555555556,0.5496535796766744,1
0.9655172413793104,0.8416370106761565,0.9238095238095236,0.13039117352056168,0.11328527291452112,0.26641883519206944,0.18787878787878787,0.22979214780600463,1
0.8390804597701149,0.8291814946619216,0.4380952380952381,0.21163490471414242,0.2595262615859938,0.26641883519206944,0.14242424242424243,0.6316397228637414,1
0.46264367816091956,0.695729537366548,0.7523809523809524,0.2337011033099298,0.16992790937178165,0.26641883519206944,0.1494949494949495,0.31755196304849886,1
0.7557471264367815,0.7064056939501778,0.9238095238095236,0.15747241725175526,0.17198764160659114,0.241635687732342,0.17676767676767677,0.22979214780600463,1
0.8017241379310345,0.15480427046263345,0.9238095238095236,0.36108324974924777,0.286302780638517,0.3444857496902107,0.20707070707070707,0.21824480369515012,1
0.9655172413793104,0.21174377224199287,0.9238095238095236,0.23570712136409228,0.2090628218331617,0.21189591078066913,0.19494949494949493,0.34872979214780603,1
0.9655172413793104,0.8416370106761565,0.9238095238095236,0.2156469408224674,0.21318228630278063,0.21189591078066913,0.20303030303030303,0.12009237875288684,1
0.939655172413793,0.5,0.08571428571428563,0.1945837512537613,0.35427394438722964,0.2255266418835192,0.2222222222222222,0.1535796766743649,1
0.9655172413793104,0.8416370106761565,0.9238095238095236,0.3119358074222668,0.2100926879505664,0.15489467162329615,0.13636363636363635,0.42494226327944573,1
0.9655172413793104,0.7526690391459074,0.3047619047619048,0.26078234704112335,0.21936148300720906,0.241635687732342,0.1808080808080808,0.16628175519630484,1
0.9655172413793104,0.6281138790035586,0.49523809523809526,0.1715145436308927,0.12049433573635426,0.241635687732342,0.18787878787878787,0.31755196304849886,1
0.9655172413793104,0.11032028469750889,0.9238095238095236,0.3239719157472417,0.6652935118434603,0.4969021065675341,0.4666666666666667,0.07967667436489607,1
0.29022988505747127,0.20640569395017794,0.9238095238095236,0.3731193580742227,0.3336766220391349,0.19083023543990085,0.26464646464646463,0.1535796766743649,1
0.9655172413793104,0.8416370106761565,0.9238095238095236,0.15045135406218657,0.09165808444902163,0.30359355638166047,0.18383838383838383,0.4861431870669746,1
0.5258620689655172,0.8416370106761565,0.9238095238095236,0.18655967903711135,0.12255406797116375,0.4436183395291202,0.16464646464646462,0.4861431870669746,1
0.9655172413793104,0.09786476868327401,0.9238095238095236,0.15446339017051153,0.5406797116374871,0.9851301115241636,0.3888888888888889,0.34872979214780603,1
0.7988505747126436,0.6779359430604982,0.12380952380952381,0.26278836509528586,0.29351184346035014,0.30359355638166047,0.2696969696969697,0.08198614318706697,1
0.15517241379310343,0.8416370106761565,0.9238095238095236,0.2688064192577733,0.26364572605561276,0.15489467162329615,0.2121212121212121,0.6316397228637414,1
0.9655172413793104,0.8416370106761565,0.7142857142857142,0.20160481444332998,0.1513903192584964,0.30359355638166047,0.15555555555555556,0.7297921478060047,1
0.9655172413793104,0.8416370106761565,0.9238095238095236,0.20561685055165496,0.3666323377960865,0.3444857496902107,0.15555555555555556,0.34872979214780603,1
0.42816091954022983,0.8416370106761565,0.9238095238095236,0.2958876629889669,0.19258496395468588,0.19083023543990085,0.16060606060606059,0.7297921478060047,1
0.41666666666666663,0.8416370106761565,0.9238095238095236,0.3520561685055166,0.1853759011328527,0.15985130111524162,0.17575757575757575,0.25635103926097,1
0.9655172413793104,0.8416370106761565,0.9238095238095236,0.14343029087261785,0.203913491246138,0.30359355638166047,0.21616161616161617,0.22979214780600463,1
0.9655172413793104,0.50355871886121,0.9238095238095236,0.19859578736208625,0.16477857878475796,0.15985130111524162,0.2121212121212121,0.384526558891455,1
0.9655172413793104,0.8416370106761565,0.9238095238095236,0.4082246740220662,0.3233779608650875,0.1486988847583643,0.1717171717171717,0.25635103926097,1
0.9655172413793104,0.8416370106761565,0.3904761904761904,0.29989969909729186,0.2945417095777549,0.30359355638166047,0.16060606060606059,0.8452655889145496,1
0.9655172413793104,0.0693950177935943,0.9238095238095236,0.5927783350050151,0.5066941297631308,0.748451053283767,0.5181818181818182,0.5496535796766744,1
0.8563218390804598,0.47153024911032027,0.9238095238095236,0.1815446339017051,0.20494335736354274,0.30359355638166047,0.2121212121212121,0.384526558891455,1
0.3304597701149425,0.8416370106761565,0.9238095238095236,0.32898696088264795,0.2904222451081359,0.241635687732342,0.1717171717171717,0.42494226327944573,1
0.9655172413793104,0.45729537366548045,0.9238095238095236,0.3640922768304915,0.31101956745623066,0.26641883519206944,0.2585858585858586,0.09699769053117782,1
0.5287356321839081,0.8416370106761565,0.2857142857142856,0.2316950852557673,0.18640576725025745,0.30359355638166047,0.20303030303030303,0.2933025404157044,1
0.9655172413793104,0.8416370106761565,0.9238095238095236,0.25175526579739216,0.12358393408856849,0.26641883519206944,0.17676767676767677,0.42494226327944573,1
0.2959770114942529,0.4128113879003559,0.9238095238095236,0.2477432296890672,0.18846549948506694,0.30359355638166047,0.2222222222222222,0.42494226327944573,1
0.4482758620689655,0.4679715302491103,0.9238095238095236,0.24473420260782347,0.12873326467559218,0.21189591078066913,0.2303030303030303,0.384526558891455,1
0.22413793103448276,0.29181494661921703,0.2761904761904761,0.33099297893681046,0.23069001029866115,0.26641883519206944,0.26666666666666666,0.6316397228637414,1
0.9655172413793104,0.7348754448398576,0.9238095238095236,0.20060180541624875,0.2729145211122554,0.241635687732342,0.2222222222222222,0.22979214780600463,1
0.5977011494252873,0.3149466192170818,0.9238095238095236,0.27382146439317956,0.26776519052523173,0.17967781908302355,0.24343434343434345,0.34872979214780603,1
0.9655172413793104,0.4145907473309608,0.9238095238095236,0.14142427281845538,0.262615859938208,0.4436183395291202,0.2585858585858586,0.5496535796766744,1
0.7212643678160919,0.32028469750889677,0.9238095238095236,0.19358074222668004,0.25437693099897013,0.241635687732342,0.2737373737373737,0.25635103926097,1
0.8764367816091954,0.8362989323843416,0.9238095238095236,0.160481444332999,0.3223480947476828,0.241635687732342,0.2303030303030303,0.8452655889145496,0
0.6063218390804598,0.800711743772242,0.9238095238095236,0.2637913741223671,0.22142121524201852,0.3444857496902107,0.24343434343434345,0.1535796766743649,0
0.9655172413793104,0.8416370106761565,0.35238095238095224,0.26479438314944836,0.15962924819773427,0.26641883519206944,0.20707070707070707,0.42494226327944573,0
0.7758620689655172,0.6565836298932384,0.9238095238095236,0.21965897693079237,0.19773429454170957,0.30359355638166047,0.23737373737373738,0.25635103926097,0
0.9425287356321839,0.3879003558718861,0.9238095238095236,0.279839518555667,0.20288362512873326,0.30359355638166047,0.21616161616161617,0.5496535796766744,0
0.8103448275862069,0.297153024911032,0.9238095238095236,0.25075225677031093,0.26055612770339853,0.26641883519206944,0.2737373737373737,0.22979214780600463,0
0.8850574712643677,0.8416370106761565,0.32380952380952377,0.17552657973921765,0.3099897013388259,0.26641883519206944,0.24848484848484848,0.4861431870669746,0
0.9655172413793104,0.8416370106761565,0.9238095238095236,0.29187562688064195,0.2615859938208033,0.3444857496902107,0.2585858585858586,0.12009237875288684,0
0.9655172413793104,0.21352313167259784,0.9238095238095236,0.20260782347041123,0.3419155509783728,0.3444857496902107,0.298989898989899,0.7297921478060047,0
0.9655172413793104,0.3932384341637011,0.9238095238095236,0.3299899699097292,0.32440782698249226,0.30359355638166047,0.3151515151515151,0.10277136258660508,0
0.9655172413793104,0.8416370106761565,0.08571428571428563,0.28284854563691075,0.21833161688980432,0.37794299876084264,0.19898989898989897,0.8452655889145496,0
0.9655172413793104,0.08185053380782918,0.9238095238095236,0.5787362086258776,0.7538619979402678,0.4969021065675341,0.5808080808080809,0.8452655889145496,0
0.9655172413793104,0.2633451957295374,0.9238095238095236,0.2868605817452357,0.23789907312049435,0.30359355638166047,0.26464646464646463,0.384526558891455,0
0.051724137931034475,0.22064056939501778,0.9238095238095236,0.6178535606820461,0.6179196704428425,0.748451053283767,0.7535353535353536,0.8452655889145496,0
0.6091954022988505,0.28113879003558717,0.9238095238095236,0.27181544633901705,0.3398558187435633,0.26641883519206944,0.2696969696969697,0.42494226327944573,0
0.6379310344827586,0.1298932384341637,0.9238095238095236,0.39117352056168503,0.3079299691040165,0.26641883519206944,0.34848484848484845,0.5496535796766744,0
0.7126436781609196,0.8416370106761565,0.2666666666666666,0.21464393179538616,0.16065911431513902,0.4436183395291202,0.24848484848484848,0.6316397228637414,0
0.9655172413793104,0.8416370106761565,0.9238095238095236,0.2748244734202608,0.184346035015448,0.26641883519206944,0.20707070707070707,0.8452655889145496,0
0.9655172413793104,0.4875444839857651,0.9238095238095236,0.25376128385155466,0.46240988671472705,0.4436183395291202,0.28787878787878785,0.1420323325635104,0
0.9655172413793104,0.5747330960854092,0.9238095238095236,0.19558676028084251,0.4160659114315139,0.37794299876084264,0.30606060606060603,0.1535796766743649,0
0.9655172413793104,0.8416370106761565,0.9238095238095236,0.33600802407221664,0.266735324407827,0.26641883519206944,0.19494949494949493,0.8452655889145496,0
0.04597701149425287,0.41103202846975084,0.9238095238095236,0.6760280842527583,0.43666323377960864,0.4969021065675341,0.5646464646464647,0.42494226327944573,0
0.9655172413793104,0.8416370106761565,0.9238095238095236,0.32196589769307926,0.23892893923789904,0.4436183395291202,0.20303030303030303,0.31755196304849886,0
0.9655172413793104,0.4661921708185053,0.08571428571428563,0.29087261785356067,0.2070030895983522,0.37794299876084264,0.28787878787878785,0.1905311778290993,0
